product_id,purchase_count
100004310,133
100004312,289
100004314,1
100004320,425
100004326,53
100004330,2
100004340,1
100004342,1
100004345,2
100004352,7
100004354,18
100004359,1
100004361,3
100004362,1
100004367,15
100004368,2
100004372,4
100004374,3
100004375,7
100004377,4
100004379,1
100004382,4
100004384,2
100004388,36
100004389,1
100004392,2
100004395,1
100004398,12
100004404,1
100004406,1
100004411,1
100004414,10
100004415,1
100004418,1
100004427,29
100004429,4
100004430,7
100004432,8
100004433,2
100004434,37
100004435,75
100004436,2
100004437,12
100004438,19
100004439,55
100004442,17
100004443,799
100004444,1
100004445,41
100004447,36
100004449,1
100004450,60
100004451,1
100004452,7
100004461,5
100004463,79
100004467,11
100004469,7
100004474,2
100004478,11
100004480,2
100004481,5
100004482,3
100004484,7
100004487,1
100004489,1
100004494,21
100004495,1
100004499,12
100004503,12
100004504,5
100004505,20
100004506,15
100004508,8
100004509,13
100004511,35
100004512,5
100004514,44
100004519,17
100004522,38
100004528,11
100004530,1
100004531,11
100004532,61
100004535,10
100004537,13
100004538,17
100004539,47
100004543,5
100004546,41
100004547,3
100004548,1
100004549,46
100004552,26
100004554,23
100004555,26
100004560,36
100004561,23
100004562,42
100004565,34
100004567,25
100004569,34
100004572,48
100004575,5
100004578,1
100004579,40
100004580,5
100004581,45
100004583,41
100004587,72
100004588,55
100004590,26
100004594,22
100004595,123
100004597,8
100004598,81
100004601,7
100004605,14
100004608,12
100004613,6
100004614,13
100004615,9
100004618,27
100004619,9
100004620,1
100004621,13
100004623,307
100004631,1
100004632,1
100004633,9
100004635,1
100004647,4
100004648,2
100004651,107
100004654,2
100004655,2
100004657,2
100004659,316
100004660,23
100004673,2
100004674,7
100004680,1
100004681,1
100004685,1
100004687,3
100004691,1
100004693,3
100004697,9
100004699,10
100004704,3
100004715,4
100004718,93
100004722,1
100004725,12
100004727,12
100004728,1
100004730,3
100004734,2
100004736,1
100004737,4
100004740,1
100004742,2
100004745,10
100004747,5
100004754,2
100004757,1
100004761,1
100004762,1
100004764,2
100004766,1
100004767,11
100004770,1
100004771,2
100004774,1
100004777,6
100004778,1
100004781,20
100004785,2
100004787,1
100004789,4
100004794,8
100004802,2
100004806,1
100004814,1
100004816,2
100004817,3
100004820,9
100004821,2
100004822,4
100004824,4
100004828,1
100004832,28
100004833,2
100004835,1
100004836,1
100004840,1
100004842,9
100004845,2
100004846,4
100004847,7
100004851,1
100004853,39
100004856,11
100004857,1
100004858,13
100004859,7
100004865,1
100004872,2
100004880,1
100004886,2
100004888,1
100004891,1
100004892,3
100004894,12
100004898,1
100004899,2
100004901,5
100004904,3
100004913,4
100004914,2
100004915,2
100004917,1
100004922,1
100004924,2
100004927,2
100004931,10
100004935,1
100004943,2
100004944,3
100004946,2
100004949,6
100004953,2
100004955,3
100004958,5
100004959,1
100004960,1
100004969,3
100004970,4
100004975,5
100004977,2
100004979,1
100004987,2
100004991,6
100004993,11
100004994,2
100004995,1
100004998,1
100005018,6
100005032,1
100005034,1
100005042,1
100005044,1
100005045,2
100005049,2
100005050,1
100005058,3
100005063,8
100005065,1
100005066,1
100005067,1
100005068,3
100005070,1
100005072,1
100005073,2
100005074,1
100005075,2
100005081,4
100005088,18
100005089,1
100005095,8
100005099,3
100005102,3
100005104,1
100005105,13
100005107,10
